SYMBOL	ENTREZID	ENSEMBL	log2FoldChange	pvalue	padj	stat
ABCB9	23457	ENSG00000150967	-0.0640620170680258	0.819235444642996	0.957322972027495	-0.228528445716476
ABCC1	4363	ENSG00000103222	0.0521844062309914	0.579489789957744	0.88838094814903	0.554130131864869
ABCC10	89845	ENSG00000124574	0.141138088069182	0.330347028259029	0.769509523989173	0.973415117841178
ABCC11	85320	ENSG00000121270	-1.19976096131645	0.0960092645880879	NA	-1.66451645946578
ABCC12	94160	ENSG00000140798	NA	NA	NA	NA
ABCC13	150000	ENSG00000243064	NA	NA	NA	NA
ABCC2	1244	ENSG00000023839	-0.628094229288298	0.18713477619574	0.636861094120997	-1.31910271333026
ABCC3	8714	ENSG00000108846	0.268904860582381	0.0763357644905638	0.456152193778017	1.77235428990429
ABCC4	10257	ENSG00000125257	-0.257503824256634	0.182268579532137	0.631205058124208	-1.33380253639377
ABCC5	10057	ENSG00000114770	0.0411855135641634	0.682390584441357	0.916962347843074	0.40920314792086
ABCC5-AS1	100873982	ENSG00000223882	-1.1184106126563	0.784016624778764	NA	-0.274088482366288
ABCC6	368	ENSG00000091262	0.921676984101737	0.552707207570457	NA	0.593708334589657
ABCC6P1	653190	ENSG00000256340	NA	NA	NA	NA
ABCC6P2	730013	ENSG00000255277	NA	NA	NA	NA
ABCC8	6833	ENSG00000006071	NA	NA	NA	NA
ABCC9	10060	ENSG00000069431	-0.376299843241663	0.255136054649719	0.702433199391694	-1.1379627077041
ABCD1	215	ENSG00000101986	-0.228383997125808	0.371163648716722	0.795499693028905	-0.894295795955911
ABCD2	225	ENSG00000173208	1.32343184057233	0.619556484477611	NA	0.496479021991056
ABCD3	5825	ENSG00000117528	-0.308070256834564	0.0639905540573647	0.420424248097593	-1.85224566553828
ABCD4	5826	ENSG00000119688	-0.0866560724470923	0.572516128285155	0.885612248492604	-0.564349752192284
ABCE1	6059	ENSG00000164163	-0.20787401565548	0.490444362295837	0.849900478761109	-0.689602233715269
ABCF1	23	ENSG00000204574	0.188493789588565	0.0460758575642489	0.364625371502833	1.99469772599468
ABCF2	10061	ENSG00000033050	0.230034831022597	0.0203408522420941	0.236921557619809	2.32000046390244
ABCF3	55324	ENSG00000161204	0.0820772926847724	0.464994611092231	0.836488281492502	0.730647302879192
ABCG1	9619	ENSG00000160179	0.256163239945397	0.0758847336796158	0.454961149755455	1.77507966760416
ABCG2	9429	ENSG00000118777	0.0623607224481906	0.863637962025036	0.968749823241034	0.171745056590311
ABCG4	64137	ENSG00000172350	-0.776830699920201	0.367729130763734	NA	-0.900735195537474
ABCG5	64240	ENSG00000138075	NA	NA	NA	NA
ABCG8	64241	ENSG00000143921	NA	NA	NA	NA
ABHD1	84696	ENSG00000143994	1.24637340821534	0.290201466261461	NA	1.05767975895491
ABHD10	55347	ENSG00000144827	-0.453683823736483	0.0201647900624818	0.235556948762993	-2.32326743552177
ABHD11	83451	ENSG00000106077	0.0329893186970703	0.878839261530239	0.971576915769841	0.152440822586058
ABHD12	26090	ENSG00000100997	-0.0657211206679567	0.66832842047781	0.914276872033493	-0.428443279753519
ABHD12B	145447	ENSG00000131969	0.0409527131011981	0.99039477952027	NA	0.0120386494046862
ABHD13	84945	ENSG00000139826	-0.576988927764788	0.0100174704174259	0.155073770198165	-2.57522566765024
ABHD14A	25864	ENSG00000248487	-0.220744968943625	0.582985427126545	0.890171333745342	-0.549029176583955
ABHD14A-ACY1	100526760	ENSG00000114786	NA	NA	NA	NA
ABHD14B	84836	ENSG00000114779	-0.0967208412940183	0.497712000545825	0.852641849285773	-0.678094148611494
ABHD15	116236	ENSG00000168792	0.050335028005786	0.78640072286911	0.949990974905261	0.270987400369063
ABHD16A	7920	ENSG00000204427	0.114605643026237	0.415933936832182	0.812750375295241	0.813495654320791
ABHD16B	140701	ENSG00000183260	-2.1594846436502	0.563853446205427	NA	-0.577127325679839
ABHD2	11057	ENSG00000140526	-0.240819617071722	0.013563067117269	0.187893898621104	-2.46863186202259
ABHD3	171586	ENSG00000158201	-0.361400153551214	0.110392598268083	0.523753803491463	-1.59643100575044
ABHD4	63874	ENSG00000100439	-0.13622446853791	0.210369463533678	0.664683290496057	-1.25255015788163
ABHD5	51099	ENSG00000011198	-0.228251594430223	0.118981817331115	0.537175339655474	-1.55906153168455
ABHD6	57406	ENSG00000163686	-0.372204356102599	0.100615085182478	0.507183120413334	-1.64187898814108
ABHD8	79575	ENSG00000127220	0.217628918304698	0.513001827163168	0.862056491318335	0.654170713997865
ABI1	10006	ENSG00000136754	0.0772978864048967	0.418083677238987	0.814509560869783	0.809750343565875
ABI2	10152	ENSG00000138443	-0.190409798773183	0.192632689481953	0.644225865662363	-1.30283034198328
ABI3	51225	ENSG00000108798	NA	NA	NA	NA
ABI3BP	25890	ENSG00000154175	-0.33266861779109	0.493376421630915	0.852150436266352	-0.684948496665377
ABL1	25	ENSG00000097007	0.262932315368779	0.0205782399382325	0.238661745292154	2.31563438182576
ABL2	27	ENSG00000143322	0.041090217816134	0.692763966276246	0.919697397056634	0.395106941413885
ABLIM1	3983	ENSG00000099204	-0.295721958358351	0.00196248103388114	0.0539997361547523	-3.09585227814965
ABLIM2	84448	ENSG00000163995	-0.248857799194013	0.715761047690249	NA	-0.36412984987119
ABLIM3	22885	ENSG00000173210	0.147007399472216	0.118728530893294	0.536826050437772	1.56013267712698
ABO	28	ENSG00000175164	-0.0873353088503711	0.690241465754633	0.918684120443962	-0.398527399128168
ABR	29	ENSG00000159842	0.291386878752354	0.00775532037397824	0.134646278620285	2.66254064128314
ABRA	137735	ENSG00000174429	NA	NA	NA	NA
ABRACL	58527	ENSG00000146386	-0.154049188283549	0.248544587396777	0.696044412789377	-1.15389166348937
ABT1	29777	ENSG00000146109	-0.069443832240914	0.631166647127199	0.903305419691211	-0.480085431213688
ABTB1	80325	ENSG00000114626	-0.303052249568731	0.288918291420508	0.734512939947739	-1.06049757763377
ABTB2	25841	ENSG00000166016	0.250963579816143	0.160659174848286	0.604495033867645	1.40285804192298
ACAA1	30	ENSG00000060971	0.167976397027635	0.109322629864764	0.522527326887481	1.60124516094301
ACAA2	10449	ENSG00000167315	-0.127949673088867	0.547634208090741	0.87634621774905	-0.601308982194354
ACACA	31	ENSG00000278540	0.120386052914904	0.187964795884866	0.637369603230847	1.31662368417801
ACACB	32	ENSG00000076555	-0.627134170393355	0.168602132378362	0.614669360131753	-1.37670933201329
ACAD10	80724	ENSG00000111271	-0.0269047185746631	0.876206354147665	0.971576915769841	-0.155780103631342
ACAD11	84129	ENSG00000240303	0.014774017603573	0.976583216374007	0.99405257554809	0.0293528004222511
ACAD8	27034	ENSG00000151498	0.253744075917003	0.111430500197029	0.526327625691192	1.59179621813258
ACAD9	28976	ENSG00000177646	0.0792368894878149	0.472704826024392	0.842639558399951	0.718085084932341
ACADL	33	ENSG00000115361	-0.609738970916428	0.415173711875745	NA	-0.814822863176708
ACADM	34	ENSG00000117054	-0.148420571493195	0.245896824482697	0.694388909997327	-1.16037336911492
ACADS	35	ENSG00000122971	-0.377445849167371	0.361193704989702	0.788688236778891	-0.913092860397852
ACADSB	36	ENSG00000196177	-0.24888269534681	0.167462139540094	0.612905946194265	-1.38040448662366
ACADVL	37	ENSG00000072778	0.108085323535196	0.279885859310667	0.726671672899639	1.08057578386789
ACAN	176	ENSG00000157766	NA	NA	NA	NA
ACAP1	9744	ENSG00000072818	-0.196616521329186	0.739782129820541	0.936495326733886	-0.332141877266205
ACAP2	23527	ENSG00000114331	-0.232101108429383	0.0439064856933397	0.35784382395584	-2.01498247178195
ACAP3	116983	ENSG00000131584	0.00408193421608775	0.97925367802809	0.994656966542676	0.0260045892121815
ACAT1	38	ENSG00000075239	-0.061738940029519	0.619389125249163	0.900362701683467	-0.496716301437142
ACAT2	39	ENSG00000120437	0.25459490465603	0.0246024591776997	0.262461965090488	2.24758822383262
ACBD3	64746	ENSG00000182827	0.0250795714885775	0.809492655545413	0.955888101823971	0.24108059072611
ACBD4	79777	ENSG00000181513	-0.19264982405687	0.482452704783876	0.846604491764909	-0.702363174441675
ACBD5	91452	ENSG00000107897	-0.0285864978256705	0.831261377474889	0.960673449979179	-0.213084085571246
ACBD6	84320	ENSG00000230124	-0.219011936104309	0.0703798044919405	0.440322926337375	-1.80945848308528
ACBD7	414149	ENSG00000176244	-0.890514254474111	0.240018795348652	NA	-1.17493981450041
ACCS	84680	ENSG00000110455	-0.165945902687189	0.585987347940095	0.891125644978745	-0.544660047128854
ACCSL	390110	ENSG00000205126	NA	NA	NA	NA
ACD	65057	ENSG00000102977	0.196575491340174	0.268251884485721	0.716954542450286	1.10709724977563
ACE	1636	ENSG00000159640	-0.135149549857629	0.886233346415012	NA	-0.143071964247013
ACE2	59272	ENSG00000130234	0.308834005627677	0.307410041367152	0.749813878232758	1.02067162708385
ACER1	125981	ENSG00000167769	2.14370970843045	0.549214728980884	NA	0.598937251711202
ACER2	340485	ENSG00000177076	-0.521911576546539	0.00683363097447594	0.124405266769026	-2.70484479443205
ACER3	55331	ENSG00000078124	-0.0793767827460223	0.694443268539379	0.919928012811975	-0.392832405644511
ACHE	43	ENSG00000087085	-0.229112214818032	0.697860263315957	0.920061844946994	-0.388210500199482
ACIN1	22985	ENSG00000100813	0.0729476628940536	0.406985963124103	0.811286762867532	0.829209335823776
ACLY	47	ENSG00000131473	0.298464770926485	0.000633768591182322	0.0229015716518503	3.4167353409009
ACMSD	130013	ENSG00000153086	NA	NA	NA	NA
ACO1	48	ENSG00000122729	0.148325623682779	0.157802936978908	0.602917781826738	1.4124995028208
ACO2	50	ENSG00000100412	0.147443078891173	0.153064472492905	0.595432709629499	1.42879044566594
ACOT1	641371	ENSG00000184227	-0.0930170954313858	0.877538016315733	0.971576915769841	-0.15409095963339
ACOT11	26027	ENSG00000162390	0.0696822342087063	0.770968948849542	0.946023110202282	0.291107702931055
ACOT12	134526	ENSG00000172497	NA	NA	NA	NA
ACOT13	55856	ENSG00000112304	0.0322472348668236	0.785436855990067	0.949855020559359	0.27224082115169
ACOT2	10965	ENSG00000119673	-0.0362032254400364	0.888488225565458	0.974224470714535	-0.140217398659772
ACOT4	122970	ENSG00000177465	0.324925125812919	0.783682385085898	NA	0.274523449998835
ACOT6	641372	ENSG00000205669	NA	NA	NA	NA
ACOT7	11332	ENSG00000097021	0.220106483948734	0.127136564780417	0.550147407752569	1.52549144890761
ACOT8	10005	ENSG00000101473	-0.0172714477697533	0.930459876221374	0.98497234464523	-0.0872662550626167
ACOT9	23597	ENSG00000123130	0.170345142167733	0.12319405754715	0.545360110935437	1.54150446307849
ACOX1	51	ENSG00000161533	0.058503219650238	0.578346384326262	0.887812196564817	0.555801756916297
ACOX2	8309	ENSG00000168306	0.18123782386201	0.940682341537199	NA	0.0744122753875883
ACOX3	8310	ENSG00000087008	0.16370074824612	0.396145043852768	0.807844992538102	0.848526099035656
ACOXL	55289	ENSG00000153093	0.429574906463158	0.747151051082147	NA	0.322398195511837
ACP1	52	ENSG00000143727	0.0313149942791157	0.782602475917139	0.948623507341713	0.275929160855919
ACP2	53	ENSG00000134575	0.275967221481527	0.139645886323181	0.571670847245764	1.47711099653902
ACP5	54	ENSG00000102575	-0.134012910427717	0.272937757269792	0.720956933301737	-1.09632229197214
ACP6	51205	ENSG00000162836	0.00894354255822566	0.952561972004818	0.99037056747914	0.0594898219790071
ACR	49	ENSG00000100312	0.707947378463969	0.861735799635721	NA	0.174164989092155
ACRBP	84519	ENSG00000111644	-1.41696492991628	0.0744674404854181	NA	-1.7837306667567
ACRV1	56	ENSG00000134940	NA	NA	NA	NA
ACSBG1	23205	ENSG00000103740	0.707947378463969	0.861735799635721	NA	0.174164989092155
ACSBG2	81616	ENSG00000130377	NA	NA	NA	NA
ACSF2	80221	ENSG00000167107	-0.0865569696024655	0.39718806508987	0.808597525349256	-0.846653893190756
ACSF3	197322	ENSG00000176715	0.082711866103467	0.658390848608834	0.911740991324338	0.442135925962941
ACSL1	2180	ENSG00000151726	-0.328213371992937	0.000481322197591012	0.0183898802691063	-3.49094118558656
ACSL3	2181	ENSG00000123983	-0.0950486931926438	0.348688023230283	0.779039657315329	-0.937137132104329
ACSL4	2182	ENSG00000068366	-0.0457845858838482	0.686164807302081	0.918012912022718	-0.404065155445501
ACSL5	51703	ENSG00000197142	0.221895984841784	0.721890483271187	NA	0.355933344940393
ACSL6	23305	ENSG00000164398	-0.766269698294418	0.604687131260342	NA	-0.517672008624457
ACSM1	116285	ENSG00000166743	-0.0383409213373881	0.97098193110875	NA	-0.0363767771025913
ACSM2A	123876	ENSG00000183747	NA	NA	NA	NA
ACSM2B	348158	ENSG00000066813	NA	NA	NA	NA
ACSM3	6296	ENSG00000005187	-0.74745139946291	0.259736364825009	NA	-1.12701446596165
ACSM4	341392	ENSG00000215009	NA	NA	NA	NA
ACSM5	54988	ENSG00000183549	NA	NA	NA	NA
ACSS1	84532	ENSG00000154930	-0.713553158518495	0.109674363332555	0.522865683137381	-1.59965849863168
ACSS2	55902	ENSG00000131069	0.17679685824069	0.159195432865845	0.603456085899823	1.40778267209042
ACSS3	79611	ENSG00000111058	0.604133476363268	0.68208870257328	NA	0.40961457629405
ACTA1	58	ENSG00000143632	-0.868440836863864	0.774708622125831	NA	-0.286221311356461
ACTA2	59	ENSG00000107796	-0.158649721740719	0.329829400896052	0.769238593030704	-0.974457561552996
ACTB	60	ENSG00000075624	0.201947093660043	0.0232812077294115	0.255539477703339	2.26878821921136
ACTBL2	345651	ENSG00000169067	0.686512529040984	0.196873564445528	0.647093740452876	1.29051022366242
ACTC1	70	ENSG00000159251	NA	NA	NA	NA
ACTG1	71	ENSG00000184009	0.210167709997896	0.0650427955769172	0.424547561771641	1.84496386274359
ACTG1P4	648740	NA	-0.376118612070572	0.886867944271304	NA	-0.142268477833358
ACTG2	72	ENSG00000163017	NA	NA	NA	NA
ACTL10	170487	ENSG00000288649	0.399601913059631	0.659236764162001	NA	0.440967170424936
ACTL6A	86	ENSG00000136518	0.0529942677502748	0.649300937863843	0.908953385147612	0.454733554471488
ACTL6B	51412	ENSG00000077080	NA	NA	NA	NA
ACTL7A	10881	ENSG00000187003	NA	NA	NA	NA
ACTL7B	10880	ENSG00000148156	NA	NA	NA	NA
ACTL8	81569	ENSG00000117148	NA	NA	NA	NA
ACTL9	284382	ENSG00000181786	NA	NA	NA	NA
ACTN1	87	ENSG00000072110	0.474649861599284	5.92513161547607e-05	0.00317338410673511	4.01577280133865
ACTN2	88	ENSG00000077522	1.78983813373736	0.657757325264172	NA	0.443011626343746
ACTN3	89	ENSG00000248746	-1.11841061265629	0.784016624778764	NA	-0.274088482366288
ACTN4	81	ENSG00000130402	0.0437910424201772	0.7159656725726	0.926346724289387	0.363855826003996
ACTR10	55860	ENSG00000131966	-0.0309948477072543	0.779918360610558	0.948376299639658	-0.279425426154637
ACTR1A	10121	ENSG00000138107	0.150944329548918	0.125578296198864	0.547004615663532	1.53177366767452
ACTR1B	10120	ENSG00000115073	0.079423797862936	0.564998704077573	0.884519775792205	0.575432685250218
ACTR2	10097	ENSG00000138071	-0.0845099232250501	0.424530534883483	0.8187236611941	-0.798585953904015
ACTR3	10096	ENSG00000115091	0.0901155114187844	0.333162116427107	0.771157052005941	0.967764261015185
ACTR3B	57180	ENSG00000133627	0.0129092013513085	0.967307545905216	0.993007968137577	0.04098538656498
ACTR3BP2	440888	ENSG00000288272	NA	NA	NA	NA
ACTR3BP5	399746	NA	NA	NA	NA	NA
ACTR3C	653857	ENSG00000106526	-0.406430131570455	0.417428713938444	0.814118863230539	-0.810890225600229
ACTR5	79913	ENSG00000101442	0.0141261849208348	0.950445688828107	0.989764519344934	0.0621471003224808
ACTR6	64431	ENSG00000075089	-0.262863712998091	0.634943473446715	0.905072299107706	-0.474780443681754
ACTR8	93973	ENSG00000113812	0.127737195633868	0.34662697701825	0.778596488164752	0.941151987810031
ACTRT1	139741	ENSG00000123165	NA	NA	NA	NA
ACTRT2	140625	ENSG00000169717	NA	NA	NA	NA
ACTRT3	84517	ENSG00000184378	0.498311370840974	0.107209613209236	0.517672417861048	1.6108628752739
ACVR1	90	ENSG00000115170	-0.318874165127818	0.0223814316402126	0.250943958306196	-2.28383156801662
ACVR1B	91	ENSG00000135503	0.0555582092739484	0.651187777702824	0.910018769802491	0.452112724007905
ACVR1C	130399	ENSG00000123612	-2.02401050076696	0.0379928979524502	NA	-2.07493134726092
ACVR2A	92	ENSG00000121989	-0.258799130480634	0.214633949631321	0.670039941120727	-1.24092366487102
ACVR2B	93	ENSG00000114739	-0.348020366086772	0.144090047768477	0.580472902309743	-1.46072819666214
ACVR2B-AS1	100128640	ENSG00000229589	0.328401306144308	0.738779842826581	NA	0.333469587232648
ACVRL1	94	ENSG00000139567	0.707947378463969	0.861735799635721	NA	0.174164989092155
ACY1	95	ENSG00000243989	-0.437804104630028	0.685663654624217	NA	-0.404746776771006
ACY3	91703	ENSG00000132744	-2.22818666656987	0.549869773277445	NA	-0.597955279306864
ACYP1	97	ENSG00000119640	0.0690155946618132	0.811671089774061	0.955958508623268	0.238270771205524
ACYP2	98	ENSG00000170634	-0.447401558946866	0.181484425401646	0.631205058124208	-1.33619842604802
ADA	100	ENSG00000196839	0.146337068895588	0.317527904929895	0.757558122910703	0.999550879017321
ADAD1	132612	ENSG00000164113	NA	NA	NA	NA
ADAD2	161931	ENSG00000140955	-2.82322481886592	0.365626568624207	NA	-0.904695796510056
ADAL	161823	ENSG00000168803	-0.153779507659018	0.561463201281044	0.883277475186033	-0.580669530042438
ADAM10	102	ENSG00000137845	-0.189020095166408	0.0801357198672326	0.466240655309016	-1.74989913569575
ADAM11	4185	ENSG00000073670	-1.99372535563686	0.366417641524422	NA	-0.90320398834138
ADAM12	8038	ENSG00000148848	0.335101485827744	0.311777345258057	0.754880025062561	1.01149965689264
ADAM15	8751	ENSG00000143537	0.0352253101261864	0.757252661218298	0.942109320401942	0.309090531934879
ADAM17	6868	ENSG00000151694	0.0011191806820345	0.99133060738031	0.997818046542627	0.0108656861345718
ADAM18	8749	ENSG00000168619	NA	NA	NA	NA
ADAM19	8728	ENSG00000135074	0.330410411642504	0.00203131895544797	0.0553857579738848	3.08561464789085
ADAM1A	8759	NA	0.312987120690885	0.293883993103506	0.737784806465998	1.04963927397277
ADAM2	2515	ENSG00000104755	NA	NA	NA	NA
ADAM20	8748	ENSG00000134007	0.80901583026405	0.697065679361095	NA	0.389284529288026
ADAM20P1	317760	ENSG00000259158	-0.015352141414485	0.983074105102823	NA	-0.0212150546607346
ADAM21	8747	ENSG00000139985	0.0483839880216135	0.909851825353459	0.980522648469811	0.113225442267915
ADAM21P1	145241	ENSG00000235812	0.744838844782404	0.5782411810183	NA	0.555955639006492
ADAM22	53616	ENSG00000008277	-2.07126134268774	0.370284883477876	NA	-0.895939860972973
ADAM23	8745	ENSG00000114948	-0.689514762677452	0.027280578658166	0.27925350013824	-2.20747948549068
ADAM28	10863	ENSG00000042980	0.421260348398204	0.000744735536091843	0.0262782124308642	3.37255742931593
ADAM29	11086	ENSG00000168594	-1.92702583165142	0.601034442331075	NA	-0.522913510394477
ADAM30	11085	ENSG00000134249	NA	NA	NA	NA
ADAM32	203102	ENSG00000197140	-1.96482922071602	0.00631799917881934	NA	-2.730804218862
ADAM33	80332	ENSG00000149451	NA	NA	NA	NA
ADAM3A	1587	ENSG00000197475	NA	NA	NA	NA
ADAM5	255926	ENSG00000196115	NA	NA	NA	NA
ADAM6	8755	ENSG00000271968	NA	NA	NA	NA
ADAM7	8756	ENSG00000069206	NA	NA	NA	NA
ADAM8	101	ENSG00000151651	1.01426869078107	1.94060245024854e-07	1.92408327236626e-05	5.20493909241948
ADAM9	8754	ENSG00000168615	-0.0545415725410003	0.535771101998942	0.871466526724589	-0.619220510192318
ADAMDEC1	27299	ENSG00000134028	NA	NA	NA	NA
ADAMTS1	9510	ENSG00000154734	0.135577183812202	0.168960234618923	0.614669360131753	1.37555245669808
ADAMTS10	81794	ENSG00000142303	0.188737571876608	0.91802016088353	NA	0.102927942100108
ADAMTS12	81792	ENSG00000151388	-1.61167841810623	0.546453437639942	NA	-0.603083056215933
ADAMTS13	11093	ENSG00000160323	-0.337327840544519	0.410386153442641	0.811286762867532	-0.823214273364154
ADAMTS14	140766	ENSG00000138316	0.296257486737176	0.623917176341208	0.902205902696802	0.490306290534974
ADAMTS15	170689	ENSG00000166106	-0.436824931198474	0.0534845350135248	0.391969435893254	-1.93098801140966
ADAMTS16	170690	ENSG00000145536	NA	NA	NA	NA
ADAMTS17	170691	ENSG00000140470	0.0721100149918306	0.960800174657459	NA	0.0491494762748126
ADAMTS18	170692	ENSG00000140873	NA	NA	NA	NA
ADAMTS19	171019	ENSG00000145808	0.0448653841439104	0.937631945319347	0.987284032615538	0.0782465357087966
ADAMTS2	9509	ENSG00000087116	0.707947378463969	0.861735799635721	NA	0.174164989092155
ADAMTS20	80070	ENSG00000173157	NA	NA	NA	NA
ADAMTS3	9508	ENSG00000156140	-1.69033104291261	0.169599364369289	NA	-1.37349226453339
ADAMTS4	9507	ENSG00000158859	2.73498254217281	0.332437182622793	NA	0.969216495263861
ADAMTS5	11096	ENSG00000154736	0.0409527131011981	0.99039477952027	NA	0.0120386494046862
ADAMTS6	11174	ENSG00000049192	0.842246031088637	0.0227709325628378	0.252738350849207	2.27725617131808
ADAMTS7	11173	ENSG00000136378	-0.0731170984495907	0.78087526949509	0.948485106611324	-0.278178589595764
ADAMTS8	11095	ENSG00000134917	NA	NA	NA	NA
ADAMTS9	56999	ENSG00000163638	0.630059817263992	0.116765761095955	0.534263476685038	1.56849454903444
ADAMTS9-AS2	100507098	ENSG00000241684	-0.717658685275921	0.675514457924265	NA	-0.418591834885906
ADAMTSL1	92949	ENSG00000178031	-1.1184106126563	0.784016624778764	NA	-0.274088482366288
ADAMTSL2	9719	ENSG00000197859	NA	NA	NA	NA
ADAMTSL3	57188	ENSG00000156218	-0.556842221652987	0.473180849676835	NA	-0.717313223574435
ADAMTSL4	54507	ENSG00000143382	0.363870594384354	0.00987756047187103	0.154298298152392	2.58008637889547
ADAMTSL5	339366	ENSG00000185761	-0.168591977488807	0.406447027984034	0.811286762867532	-0.830162298627271
ADAP1	11033	ENSG00000105963	0.443411194001209	0.0600873742190832	0.41326271886929	1.88015193408258
ADAP2	55803	ENSG00000184060	0.726739906559049	0.0992865524554353	0.503866653895033	1.64832229296692
ADAR	103	ENSG00000160710	0.247228409319038	0.00911301941596864	0.149450184096125	2.60778492069523
ADARB1	104	ENSG00000197381	0.0456705022811301	0.782925933083579	0.948623507341713	0.275508061656388
